"","age","ed","union","employ","income","debtinc","creddebt","lncreddebt","othdebt","lnothdebt","default","jobsat","marital","spoused","spousedcat","reside","pets","pets_cats","pets_dogs","pets_birds","pets_reptiles","pets_small","pets_saltfish","pets_freshfish","homeown","cars","carown","carbuy","commute","commutetime","commutecar","commutemotorcycle","commutecarpool","commutebus","commuterail","commutepublic","commutebike","commutewalk","commutenonmotor","telecommute","reason","polview","polparty","polcontrib","vote","card","cardtype","cardbenefit","cardfee","cardtenure","card2fee","card2tenure","carditems","card2items","card2spent","active","tenure","churn","longmon","lnlongmon","longten","tollfree","tollmon","lntollmon","tollten","lntollten","equip","equipmon","equipten","callcard","cardmon","lncardmon","cardten","lncardten","wireless","wiremon","lnwiremon","wireten","lnwireten","multline","voice","pager","callid","callwait","forward","confer","ebill","owntv","hourstv","ownvcr","owndvd","owncd","ownpda","ownpc","ownipod","owngame","ownfax","news","response_01","response_02","response_03","townsize","gender","birthmonth","jobcat","retire","hometype","addresscat","cartype","carvalue","carbought","card2","card2type","card2benefit","bfast","internet","Customer_cat"
"2912",39,18,0,11,75,21.9,8.56,2.15,7.87,2.06,1,4,0,-1,-1,1,8,0,1,0,0,0,0,7,1,6,1,1,1,30,1,0,1,0,0,0,0,0,0,0,2,6,1,0,1,2,1,4,1,7,0,4,9,4,135.06,1,16,1,4.1,1.41,60.55,0,0,2.35,0,5.31,1,42.45,589.2,0,0,1.61,0,4.55,1,18.7,2.93,253.8,5.54,1,1,1,0,0,0,0,1,1,18,1,1,1,1,1,1,1,1,0,0,0,0,"3","0","January","4","0","3","4","0","39.4","0","3","3","2","1","4","medium_spend_cust"
"2917",55,17,0,4,96,10.4,2.97,1.09,7.02,1.95,0,2,0,-1,-1,1,3,2,1,0,0,0,0,0,1,1,1,0,4,16,1,0,0,1,0,1,0,1,0,0,9,4,0,0,0,4,2,1,0,6,0,6,7,7,217.5,1,16,0,13.15,2.58,233.2,1,18.25,2.9,303.85,5.72,0,0,0,1,11,2.4,155,5.04,0,0,2.64,0,5.5,0,0,0,1,0,1,1,1,1,20,1,1,1,0,1,0,1,0,0,0,0,0,"2","1","October","1","0","1","4","1","67","0","1","3","4","1","2","low_spend_cust"
"2937",73,9,0,28,15,6.1,0.13,-2.08,0.79,-0.24,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,2,0,0,1,26,1,0,0,0,0,0,0,1,0,1,9,3,1,0,1,3,3,4,0,40,0,30,8,5,59.06,1,72,0,43.85,3.78,3057.55,1,36,3.58,2652.75,7.88,0,0,0,1,57.25,4.05,4000,8.29,0,0,2.88,0,7.06,1,0,0,0,1,1,1,0,1,17,1,1,1,0,1,0,1,0,1,0,0,1,"3","0","June","2","1","1","5","1","8.1","1","4","1","4","2","1","low_spend_cust"
"2939",47,15,0,19,43,7.7,1.04,0.04,2.27,0.82,0,1,0,-1,-1,1,2,1,1,0,0,0,0,0,1,4,0,0,1,24,1,0,1,1,0,0,0,0,0,0,9,5,0,0,0,2,2,3,0,5,0,2,5,7,316.81,0,4,0,3.05,1.12,7.45,0,0,2.6,0,4.22,0,0,0,0,0,1.75,0,3.91,0,0,2.82,0,4.44,0,0,0,1,1,0,0,0,1,22,1,1,1,0,0,0,0,0,0,0,0,0,"4","0","September","3","0","1","3","0","19.1","0","1","4","1","3","0","low_spend_cust"
"2948",58,11,0,25,125,10.9,0.56,-0.58,13.07,2.57,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,1,0,1,16,1,0,0,1,0,0,0,0,0,0,9,5,1,0,1,1,4,2,0,38,0,27,15,4,106.21,0,69,0,34,3.53,2358.3,0,0,2.55,0,6.93,0,0,0,1,4,1.39,260,5.56,0,0,2.83,0,7.17,1,0,0,0,0,0,0,0,1,28,1,1,1,0,1,0,0,0,1,0,1,0,"2","1","February","3","0","1","5","1","45.7","1","2","3","3","2","1","medium_spend_cust"
"2953",54,10,1,24,119,4.1,0.44,-0.82,4.44,1.49,0,4,0,-1,-1,1,9,1,0,0,0,0,0,8,0,4,1,0,1,38,1,1,0,0,0,0,0,1,0,0,9,5,0,0,1,2,1,1,0,16,0,13,7,4,158.73,1,24,0,4.95,1.6,128.7,1,21.75,3.08,497.6,6.21,0,0,0,1,23.75,3.17,560,6.33,0,0,2.68,0,5.38,0,0,0,1,1,0,0,0,1,20,1,1,1,0,0,0,0,0,0,0,0,0,"4","0","August","5","0","2","3","1","70","1","4","4","3","1","0","medium_spend_cust"
"2961",25,13,0,0,30,3.6,0.5,-0.68,0.58,-0.55,1,3,1,14,2,3,11,5,0,0,0,0,0,6,1,0,-1,0,4,29,0,1,0,1,1,0,0,0,0,0,9,6,1,0,1,2,1,4,0,7,1,7,13,2,60.32,1,34,0,6.55,1.88,243.1,0,0,2.3,0,5.94,0,0,0,0,0,2.33,0,5.77,0,0,2.93,0,6.57,0,0,0,0,0,0,0,0,1,27,1,1,1,0,1,0,0,0,1,1,0,0,"3","1","June","2","0","1","1","-1","-1","-1","4","3","3","1","0","medium_spend_cust"
"2962",30,14,1,5,45,13.1,2.88,1.06,3.02,1.1,1,4,1,11,1,2,10,0,1,0,0,0,0,9,0,1,1,0,4,32,0,0,1,1,0,0,0,1,0,0,9,4,0,0,1,1,2,2,0,13,0,13,6,5,147.37,0,41,0,6.25,1.83,263.8,0,0,2.25,0,6.18,0,0,0,1,4.25,1.45,210,5.35,0,0,2.68,0,6.55,0,0,0,0,0,0,0,0,1,25,1,1,1,0,1,1,0,0,0,0,0,0,"2","0","June","3","0","3","2","0","18","1","2","3","2","1","1","medium_spend_cust"
"2965",60,21,0,12,147,21.2,12.22,2.5,18.95,2.94,1,5,0,-1,-1,1,6,0,2,0,0,0,0,4,1,5,1,1,1,33,1,0,0,0,0,0,0,1,0,0,1,4,1,0,1,4,3,1,1,33,0,24,10,5,126.69,0,61,1,10.7,2.37,627.95,0,0,2.48,0,6.54,1,25.7,1497.9,1,13.75,2.62,785,6.67,0,0,2.94,0,6.92,1,0,0,0,0,0,0,1,1,23,1,1,1,0,1,1,1,0,0,0,0,1,"2","1","February","1","0","1","5","0","78.8","1","2","2","3","3","2","medium_spend_cust"
"2966",65,18,0,23,42,14.2,0.75,-0.29,5.22,1.65,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,1,2,0,0,5,38,1,1,0,1,1,0,0,1,1,0,9,4,0,0,1,2,2,1,1,21,1,19,10,5,137.25,0,56,0,9.45,2.25,526,1,22.5,3.11,1315.25,7.18,1,49.8,2778.3,1,27.75,3.32,1595,7.37,1,44.1,3.79,2429.05,7.8,1,1,1,1,0,0,1,1,1,12,1,1,1,1,1,1,1,0,0,0,0,1,"5","0","March","1","1","3","4","1","25.6","1","3","4","3","3","1","medium_spend_cust"
"2967",51,19,0,5,62,4.9,1.03,0.03,2.01,0.7,0,2,0,-1,-1,1,3,0,3,0,0,0,0,0,1,1,1,0,8,36,0,0,0,0,0,0,0,1,0,0,9,4,0,0,1,1,1,3,0,18,0,12,18,6,442.37,0,26,1,8.95,2.19,205.2,1,14,2.64,335.7,5.82,1,37.05,961.35,0,0,1.95,0,5.27,1,27.9,3.33,695.85,6.55,1,0,1,0,0,0,0,1,1,15,1,1,1,1,1,1,1,1,0,0,0,0,"5","0","July","1","0","4","4","0","31.1","1","4","1","4","3","4","high_spend_cust"
"2970",70,18,0,24,345,4.1,4,1.39,10.14,2.32,0,2,0,-1,-1,1,2,0,2,0,0,0,0,0,0,2,1,1,1,15,1,0,0,0,0,0,0,0,0,0,9,2,0,0,1,1,2,2,1,17,0,9,15,6,397.37,0,28,0,8.5,2.14,213.25,0,0,2.58,0,5.81,1,27.7,771.7,1,18.25,2.9,510,6.23,0,0,2.68,0,6.04,0,0,0,0,1,0,0,0,1,29,1,1,1,1,1,1,0,0,0,0,0,0,"1","1","May","3","0","1","4","1","90.7","0","3","3","3","3","3","high_spend_cust"
"2971",75,16,0,39,133,10.6,7.91,2.07,6.19,1.82,0,2,0,-1,-1,1,1,0,1,0,0,0,0,0,1,0,-1,0,4,18,0,0,0,1,0,0,0,1,0,1,9,5,0,0,1,2,3,1,0,39,1,29,19,5,389.86,1,72,1,35.65,3.57,2674.65,1,47,3.85,3346.35,8.12,1,57.95,4090.9,1,24.25,3.19,1765,7.48,1,96.7,4.57,6888.7,8.84,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1,0,0,0,"1","0","October","3","1","1","5","-1","-1","-1","3","4","3","2","4","medium_spend_cust"
"2973",44,16,0,6,32,6,1.02,0.02,0.9,-0.1,0,2,0,-1,-1,1,6,1,0,0,0,0,0,5,1,0,-1,0,4,26,0,0,0,1,0,0,0,1,0,1,9,5,0,0,1,2,3,2,1,6,0,6,13,3,77.58,0,11,0,3.5,1.25,65.15,0,0,2.4,0,4.81,0,0,0,0,0,1.95,0,4.25,0,0,2.54,0,4.67,0,0,0,0,0,0,1,1,1,16,1,1,1,0,1,0,0,0,0,0,0,0,"2","0","April","2","0","1","2","-1","-1","-1","3","4","3","3","0","medium_spend_cust"
"2981",34,14,0,1,48,1.8,0.59,-0.53,0.28,-1.28,0,3,1,14,2,3,7,0,0,3,0,0,0,4,1,2,1,1,8,25,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,4,2,1,0,8,0,6,15,1,17.34,1,15,1,8.75,2.17,127.8,1,19.75,2.98,306.7,5.73,1,49.05,665.65,1,19,2.94,255,5.54,1,53.85,3.99,760.1,6.63,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1,0,0,0,"2","1","December","2","0","3","2","0","28.3","0","3","2","3","1","4","medium_spend_cust"
"2982",29,15,0,3,15,7.5,0.22,-1.5,0.9,-0.1,0,3,1,14,2,5,3,3,0,0,0,0,0,0,1,3,1,1,1,21,1,0,0,0,0,0,0,1,0,0,4,4,0,0,0,4,2,2,0,6,1,5,10,0,0,1,8,1,3,1.1,15.65,0,0,2.28,0,4.55,1,22.75,204.65,0,0,2.11,0,3.81,0,0,2.64,0,4.64,0,0,1,0,0,0,0,0,1,19,0,0,1,0,1,0,1,0,0,0,1,0,"4","0","August","4","0","1","2","0","6.2","1","2","3","2","1","2","medium_spend_cust"
"2999",46,14,0,11,113,7.8,3.36,1.21,5.46,1.7,0,5,0,-1,-1,1,2,0,0,2,0,0,0,0,1,5,1,0,1,23,1,0,0,1,1,0,0,1,0,0,9,6,0,0,1,1,4,2,1,10,0,13,16,8,217.1,1,31,0,9.15,2.21,296.2,0,0,2.17,0,5.25,1,30.95,887.9,0,0,2.55,0,5.65,0,0,2.93,0,6.16,1,0,0,0,0,0,0,1,1,19,1,1,1,0,1,1,1,0,0,0,0,0,"3","0","November","1","0","1","3","1","38","1","4","4","3","1","4","medium_spend_cust"
"3019",63,19,0,11,97,7,3.24,1.18,3.55,1.27,1,4,1,19,4,2,1,1,0,0,0,0,0,0,1,2,1,0,1,18,1,0,0,0,0,0,1,0,0,0,9,4,1,0,1,2,3,2,0,32,0,23,18,2,117.84,0,68,0,25.45,3.24,1822.7,1,37.25,3.62,2485.1,7.82,0,0,0,1,20.5,3.02,1430,7.27,1,49.4,3.9,3297.7,8.1,1,1,1,1,1,1,1,1,1,20,1,1,1,0,1,0,0,0,1,0,0,0,"2","1","January","3","0","3","5","1","47.2","0","4","1","2","2","1","medium_spend_cust"
"3020",60,19,0,5,52,4.4,0.22,-1.54,2.07,0.73,0,4,1,19,4,2,3,0,0,0,0,0,0,3,1,0,-1,0,4,27,0,1,0,1,0,0,0,0,0,0,9,4,0,0,0,1,1,4,1,26,0,12,7,3,129.86,0,49,0,6.2,1.82,321.6,1,25.5,3.24,1349.75,7.21,1,50.25,2303.75,0,0,1.83,0,5.91,0,0,2.94,0,7.08,1,1,1,1,1,1,1,0,1,24,1,1,1,1,1,1,0,0,0,0,0,1,"1","0","April","2","0","1","5","-1","-1","-1","4","3","4","2","0","medium_spend_cust"
"3023",78,17,0,14,15,5.2,0.26,-1.35,0.52,-0.65,0,3,1,16,3,2,5,0,1,0,0,0,0,4,1,3,0,0,1,21,1,0,0,0,1,0,0,1,0,0,9,5,0,0,1,3,4,1,0,37,0,29,14,7,151.03,0,71,1,46.15,3.83,3358.85,0,0,2.64,0,6.88,1,30.3,2066.15,1,15.5,2.74,1065,6.97,0,0,3.03,0,7.3,1,0,0,0,0,0,0,1,1,24,1,1,1,0,1,1,1,0,1,0,0,0,"2","0","April","1","1","1","5","1","9.2","0","1","3","3","2","4","medium_spend_cust"
"3033",58,12,0,21,117,7.3,4.68,1.54,3.86,1.35,0,5,1,12,2,2,0,0,0,0,0,0,0,0,1,4,1,0,1,28,1,0,1,0,0,0,0,1,0,0,9,7,1,0,1,1,2,3,0,31,0,24,7,4,120.32,0,65,0,6.15,1.82,376.05,1,38.25,3.64,2571.75,7.85,0,0,0,1,8.75,2.17,605,6.41,0,0,2.92,0,7.05,0,0,0,1,1,0,1,0,1,19,1,1,1,0,0,0,0,0,1,0,0,0,"2","1","February","3","0","3","5","1","37.7","0","3","3","2","2","0","medium_spend_cust"
"3040",66,19,0,27,165,5,3.94,1.37,4.31,1.46,0,5,0,-1,-1,1,1,0,1,0,0,0,0,0,1,2,1,1,4,30,0,0,1,1,1,0,0,1,1,0,9,1,1,0,1,4,2,4,0,23,1,15,13,3,143.33,0,49,0,8.8,2.17,438.2,1,36.5,3.6,1794.4,7.49,0,0,0,1,35.25,3.56,1695,7.44,1,62.85,4.14,3083.15,8.03,1,1,1,1,1,1,1,0,1,18,1,1,1,1,1,1,0,1,1,1,0,0,"5","0","June","1","0","1","5","0","81.5","0","1","1","2","2","4","medium_spend_cust"
"3049",43,20,0,1,23,13.8,1.93,0.66,1.24,0.22,1,2,1,16,3,5,1,0,1,0,0,0,0,0,1,2,0,1,1,26,1,0,1,0,0,0,0,0,0,0,9,6,1,0,0,1,2,2,0,17,0,13,17,5,180.96,0,40,0,7.55,2.02,329.95,0,0,2.25,0,6.07,1,39.15,1492.15,1,8,2.08,295,5.69,0,0,2.54,0,6.09,1,1,0,0,0,1,1,1,1,23,1,1,1,1,1,1,0,0,0,0,0,1,"2","1","June","2","0","3","4","0","6.4","0","2","3","1","3","2","medium_spend_cust"
"3052",37,12,0,10,37,9.2,2.15,0.76,1.26,0.23,0,1,1,8,1,4,0,0,0,0,0,0,0,0,1,3,1,1,1,25,1,0,0,1,0,0,0,0,0,1,9,4,0,0,1,1,3,3,0,19,0,18,10,5,214.91,0,59,0,23.4,3.15,1469.7,0,0,2.14,0,6.27,0,0,0,1,15,2.71,870,6.77,0,0,2.72,0,7.01,0,0,0,0,0,0,0,1,1,19,1,1,1,0,1,1,1,0,1,1,0,0,"2","1","May","5","0","1","4","0","15.8","1","3","3","3","1","0","medium_spend_cust"
"3053",58,17,0,17,197,14.9,6.9,1.93,22.46,3.11,1,5,1,17,4,2,1,1,0,0,0,0,0,0,0,2,1,1,1,16,1,0,0,0,1,0,0,1,0,0,9,3,0,0,1,2,1,3,0,30,0,23,8,4,182.87,0,64,0,23.65,3.16,1529.7,1,34.5,3.54,2149.25,7.67,0,0,0,1,15.75,2.76,1030,6.94,0,0,3.03,0,7.31,1,1,1,1,1,1,1,1,1,22,1,1,1,0,1,1,0,1,1,0,0,0,"2","0","March","1","0","2","4","1","88.9","1","4","3","2","1","3","medium_spend_cust"
"3061",52,14,0,1,20,5.8,0.59,-0.53,0.57,-0.55,0,1,0,-1,-1,1,1,0,1,0,0,0,0,0,1,2,1,1,1,31,1,0,1,1,1,0,0,1,1,0,9,4,0,0,0,2,1,3,0,4,0,4,7,5,129.13,0,6,0,3.65,1.29,28.85,1,17.75,2.88,114.35,4.74,0,0,0,1,11.25,2.42,55,4.01,1,20.7,3.03,94.65,4.55,0,1,0,1,1,1,1,0,1,21,1,0,1,1,0,1,0,1,0,0,0,0,"5","0","December","2","0","1","4","1","12.2","0","5","3","2","3","0","low_spend_cust"
"3064",42,18,0,6,48,8.2,1.18,0.17,2.75,1.01,0,4,1,15,3,2,7,1,0,0,0,0,0,6,1,1,1,1,1,29,1,0,0,0,0,0,0,0,1,0,9,4,0,0,0,4,3,1,0,25,0,19,8,2,33.06,1,53,1,19.35,2.96,1019.8,1,22.75,3.12,1183.45,7.08,0,0,0,1,7.75,2.05,410,6.02,1,48.3,3.88,2468,7.81,1,1,1,1,1,1,1,1,1,32,1,1,1,1,1,1,1,1,0,0,0,0,"5","0","October","1","0","3","3","1","26.9","0","3","4","1","1","2","low_spend_cust"
"3067",77,15,1,25,26,11.9,0.97,-0.04,2.13,0.76,0,3,1,8,1,2,9,1,0,0,0,0,0,8,1,1,1,1,1,25,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,4,4,0,40,0,30,12,3,62.84,0,72,0,45.95,3.83,3482,0,0,2.25,0,6.49,0,0,0,1,35.25,3.56,2440,7.8,0,0,3.04,0,7.29,1,0,0,1,0,0,0,0,1,25,1,1,1,0,0,1,0,0,1,0,0,0,"5","0","February","6","1","3","5","0","15.7","0","2","1","4","2","0","medium_spend_cust"
"3069",57,21,0,11,780,13.1,35.25,3.56,66.93,4.2,1,3,1,19,4,2,0,0,0,0,0,0,0,0,1,2,1,0,4,35,1,0,0,1,1,0,0,0,0,0,9,5,0,0,1,4,4,3,0,33,0,25,9,4,212.07,0,68,0,38,3.64,2582.4,1,42.75,3.76,3010.6,8.01,0,0,0,1,30.75,3.43,2120,7.66,1,93.8,4.54,6273.95,8.74,1,1,1,1,1,1,1,0,1,18,1,1,1,1,0,1,0,1,1,0,0,1,"3","0","April","2","0","1","4","1","93.1","1","1","3","2","2","0","medium_spend_cust"
"3091",67,15,0,20,11,5.4,0.22,-1.5,0.37,-0.99,0,3,0,-1,-1,1,8,1,0,0,0,0,0,7,0,4,1,0,1,23,1,0,1,1,0,0,0,0,0,1,9,4,0,0,1,1,1,3,0,2,0,2,11,3,70.97,0,6,1,1.65,0.5,9.65,1,12.5,2.53,68.95,4.23,1,42,215.65,1,21.25,3.06,80,4.38,1,30.35,3.41,174.4,5.16,1,1,1,1,1,1,1,1,1,16,0,0,0,0,1,1,0,0,1,0,0,0,"1","1","November","1","1","2","3","0","5.4","1","2","3","1","2","2","medium_spend_cust"
"3093",25,15,0,1,32,12.8,1.64,0.5,2.45,0.9,0,3,0,-1,-1,5,10,0,0,0,0,0,0,10,1,1,1,0,4,31,0,0,0,1,0,1,0,0,0,0,9,4,1,0,0,3,3,4,0,4,0,3,7,7,201.88,1,12,0,5.6,1.72,56.65,0,0,2.3,0,4.66,1,22.3,247.35,0,0,2.42,0,4.38,0,0,2.93,0,4.93,1,0,0,0,0,0,0,1,1,24,0,1,1,0,1,1,1,0,0,0,0,1,"4","1","October","3","0","1","2","1","16.8","1","4","2","1","3","1","low_spend_cust"
"3094",35,18,0,7,51,12.9,1.7,0.53,4.88,1.59,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,21,1,0,0,1,0,0,0,0,0,0,9,5,0,1,0,1,3,1,0,5,0,4,11,2,58.85,0,10,0,5.2,1.65,64,1,14.25,2.66,123.45,4.82,0,0,0,1,18,2.89,175,5.16,1,23.55,3.16,224.3,5.41,0,1,0,0,1,1,0,1,1,14,1,1,1,1,1,1,0,0,1,0,0,0,"1","1","June","5","0","1","2","0","27.4","1","4","3","1","2","2","medium_spend_cust"
"3097",28,19,0,2,30,26,1.89,0.64,5.91,1.78,1,1,0,-1,-1,2,0,0,0,0,0,0,0,0,0,3,1,1,1,22,1,0,1,1,0,0,0,0,0,0,9,5,1,0,0,3,3,1,0,3,0,2,13,7,392.23,1,5,0,6.85,1.92,32.2,1,15.25,2.72,84.1,4.43,0,0,0,1,8.5,2.14,25,3.22,0,0,2.54,0,3.8,0,0,0,1,1,1,0,0,1,21,1,1,1,0,1,0,0,1,0,1,0,0,"1","1","December","1","0","2","1","1","16.3","0","1","1","4","1","0","medium_spend_cust"
"3104",62,16,1,14,74,13.5,4.09,1.41,5.9,1.78,0,2,1,15,3,2,2,0,0,0,0,2,0,0,1,2,0,1,1,17,1,0,0,1,1,0,0,0,0,0,9,4,1,0,1,1,1,4,0,39,0,29,6,3,113.86,0,70,0,16.25,2.79,1083.2,0,0,2.53,0,6.75,1,42.9,2845.05,1,34,3.53,2370,7.77,1,52.65,3.96,3577.7,8.18,1,1,0,0,1,1,0,1,1,16,1,1,1,1,1,1,1,1,1,0,0,0,"1","1","September","1","0","3","5","1","23.8","0","4","3","4","2","2","low_spend_cust"
"3105",66,17,0,5,66,4.7,0.88,-0.13,2.22,0.8,0,3,1,19,4,2,0,0,0,0,0,0,0,0,1,1,1,1,8,36,1,0,0,0,0,0,0,1,0,0,1,4,1,0,0,3,2,3,0,16,0,15,15,6,85.01,0,48,0,7.1,1.96,355.3,1,24.75,3.21,1186.55,7.08,0,0,0,1,33.75,3.52,1605,7.38,1,51.2,3.94,2446.7,7.8,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,0,0,1,0,0,0,0,"1","0","February","2","0","1","5","0","40.2","1","4","4","4","2","1","medium_spend_cust"
"3108",54,19,0,21,126,10.8,7.5,2.01,6.11,1.81,0,5,1,19,4,2,0,0,0,0,0,0,0,0,1,3,1,1,1,28,1,0,0,1,1,0,0,1,0,0,9,6,0,1,1,1,4,3,0,36,0,30,20,7,357.53,0,72,0,95.3,4.56,6769.3,0,0,2.48,0,6.61,1,61.55,4473.9,1,35,3.56,2625,7.87,0,0,3.04,0,7.19,1,0,0,0,0,0,0,1,1,18,1,1,1,0,1,1,1,1,1,0,0,0,"1","0","July","6","0","1","4","1","55.8","0","4","4","2","2","4","high_spend_cust"
"3114",38,18,0,1,33,7.8,0.91,-0.1,1.67,0.51,1,1,0,-1,-1,1,1,1,0,0,0,0,0,0,1,1,1,0,4,23,0,0,0,1,0,0,1,0,0,0,9,2,1,1,0,4,1,1,0,21,0,11,14,6,140.41,0,51,0,13.8,2.62,734.3,1,17.5,2.86,914.4,6.82,1,38.5,1995.45,1,13.75,2.62,590,6.38,0,0,2.9,0,6.86,1,1,1,0,0,0,0,1,1,26,1,1,1,0,1,1,1,0,0,0,0,0,"4","1","February","2","0","3","3","0","14.9","0","3","1","2","3","4","medium_spend_cust"
"3117",79,18,0,36,17,5.9,0.19,-1.67,0.82,-0.2,0,4,0,-1,-1,1,2,1,1,0,0,0,0,0,1,1,0,0,8,24,0,0,0,0,0,0,0,1,0,0,9,3,1,0,1,3,1,4,0,40,0,30,18,11,428.42,0,72,0,47.55,3.86,3411.1,0,0,2.25,0,6.51,0,0,0,1,88.5,4.48,6320,8.75,0,0,3.11,0,7.42,1,0,0,0,0,0,0,1,1,11,1,1,1,0,1,1,0,0,1,0,0,0,"3","1","June","6","1","1","5","1","9.6","0","2","4","1","2","1","medium_spend_cust"
"3131",22,17,0,0,28,11.4,0.52,-0.66,2.67,0.98,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0,1,4,1,0,1,23,1,1,0,1,0,1,0,1,0,0,9,5,0,0,1,4,3,4,0,4,0,4,16,3,63.62,1,27,1,14.5,2.67,471.05,1,32.75,3.49,891.4,6.79,1,41.5,1100.65,1,18.5,2.92,475,6.16,1,27.85,3.33,785.55,6.67,0,1,0,1,1,1,1,0,1,11,1,1,1,1,1,1,1,0,0,0,0,0,"4","0","May","4","0","2","2","0","16.7","0","1","1","2","1","2","medium_spend_cust"
"3136",73,12,0,32,39,15.2,3.46,1.24,2.47,0.91,0,5,1,13,2,2,7,0,0,0,0,0,0,7,1,3,1,0,1,29,1,0,0,1,0,0,0,1,0,1,9,4,0,0,0,4,4,2,0,37,1,24,8,5,147.81,0,69,0,15.75,2.76,1147.95,1,51.25,3.94,3577.5,8.18,0,0,0,1,23.75,3.17,1625,7.39,0,0,2.93,0,7.04,1,0,0,0,1,1,0,0,1,28,1,1,1,0,0,0,0,0,1,0,0,0,"5","0","August","6","1","1","5","1","17.6","0","2","1","1","3","0","medium_spend_cust"
"3138",19,14,0,0,18,7.1,0.5,-0.7,0.78,-0.25,1,2,0,-1,-1,1,0,0,0,0,0,0,0,0,1,0,-1,0,8,29,0,0,0,1,0,0,0,1,0,0,9,3,1,0,1,3,1,3,0,1,0,1,11,2,30.68,1,2,0,3,1.1,6.8,0,0,2.64,0,3.54,0,0,0,0,0,1.45,0,1.61,0,0,2.68,0,3.12,0,0,0,1,0,0,0,0,1,17,1,1,0,0,1,1,0,0,0,0,0,0,"5","0","June","2","0","2","1","-1","-1","-1","4","3","1","1","1","low_spend_cust"
"3140",57,12,0,29,88,7,1.37,0.32,4.79,1.57,0,3,1,13,2,4,8,0,0,0,0,0,0,8,0,3,1,0,1,18,1,0,1,1,1,0,0,0,0,1,9,4,0,1,1,3,2,4,0,37,0,27,4,0,0,1,68,0,31.9,3.46,2196.9,0,0,2.48,0,6.85,0,0,0,1,17,2.83,1175,7.07,0,0,2.82,0,6.99,1,0,0,0,0,0,0,0,1,20,1,1,1,0,0,0,0,0,1,0,1,0,"1","1","June","4","0","2","5","0","33","0","4","2","2","2","0","low_spend_cust"
"3142",24,19,0,0,26,17.4,1.8,0.59,2.73,1,1,1,0,-1,-1,2,0,0,0,0,0,0,0,0,0,5,1,1,1,24,1,0,0,0,0,0,0,0,0,0,9,4,0,0,0,4,2,4,0,4,0,3,7,7,257.1,1,15,1,6.05,1.8,77.8,0,0,2.3,0,4.64,1,37.2,503.5,0,0,1.98,0,4.17,0,0,2.8,0,5.16,1,0,0,0,0,0,0,1,1,24,1,1,0,1,1,0,1,0,0,0,0,0,"3","0","June","1","0","1","2","0","12.5","0","5","1","2","1","4","medium_spend_cust"
"3156",58,18,0,0,145,20.4,6.63,1.89,22.95,3.13,1,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,2,1,1,1,21,1,0,0,0,0,0,0,0,0,0,4,4,1,0,0,2,3,4,0,5,0,3,11,10,205.64,0,10,0,3.5,1.25,22.2,0,0,2.3,0,4.14,1,39.85,342.5,1,18.25,2.9,130,4.87,0,0,2.68,0,4.44,0,1,0,0,1,0,0,1,1,15,1,1,1,0,1,0,1,0,0,1,0,0,"1","1","July","2","0","1","5","1","53.7","1","4","2","2","3","1","medium_spend_cust"
"3157",24,17,0,0,28,7.6,0.31,-1.16,1.82,0.6,0,1,0,-1,-1,1,2,0,2,0,0,0,0,0,1,3,0,0,1,23,1,0,0,0,1,0,0,0,0,1,9,2,1,1,0,4,1,1,0,6,1,6,9,7,151.4,1,29,1,10.05,2.31,328.25,1,34.75,3.55,988.1,6.9,0,0,0,1,12.5,2.53,330,5.8,1,27.2,3.3,761.35,6.64,0,1,1,1,0,1,1,1,1,12,1,1,1,0,1,1,1,0,1,0,0,1,"3","0","June","2","0","2","2","0","13.1","0","3","2","1","1","0","medium_spend_cust"
"3164",39,11,0,6,32,6.2,0.78,-0.25,1.2,0.19,0,4,0,-1,-1,1,2,0,0,2,0,0,0,0,1,2,1,0,1,34,1,1,0,0,0,0,0,0,0,1,9,6,0,0,1,2,1,4,0,6,0,4,13,4,77.2,1,13,0,2.25,0.81,26.05,0,0,2.2,0,4.73,0,0,0,0,0,1.45,0,3.81,0,0,2.64,0,5.02,0,0,0,0,0,0,0,0,1,13,1,1,1,0,1,0,0,0,0,0,0,0,"5","1","December","2","0","1","2","0","12.9","1","3","1","4","1","0","medium_spend_cust"
